,municipio_id,fecha,daystage,cielo,prob._precip.__(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),velocidad_del_viento
395,collado-mediano,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,17.0,17.0,8.5,0.0,0.0,82.0,6.0
396,collado-villalba,2024-08-29,mediodia,Nuboso con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,25.5,0.1,0.0,68.0,10.5
397,collado-villalba,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,SE,25.83,26.0,29.83,0.03,0.0,54.0,16.0
398,collado-villalba,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,19.8,19.8,13.4,0.12,0.0,64.8,8.0
399,collado-villalba,2024-08-30,madrugada,"['Cubierto' 'Intervalos nubosos con lluvia escasa' 'Muy nuboso'
 'Muy nuboso con lluvia escasa' 'Nuboso' 'Poco nuboso']",Baja,Baja,Baja,NE,18.0,18.0,19.67,0.03,0.0,75.83,10.83
400,collado-villalba,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,NE,20.29,20.29,26.57,0.0,0.0,84.0,15.0
401,collado-villalba,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,E,27.5,27.5,21.0,0.03,0.0,45.0,8.33
402,collado-villalba,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,22.8,22.8,15.4,0.0,0.0,66.0,9.6
403,collado-villalba,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,18.67,18.67,14.83,0.0,0.0,81.67,8.67
404,collado-villalba,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,17.5,17.5,9.5,0.0,0.0,85.5,8.5
405,colmenar-de-oreja,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,23.0,0.1,0.0,60.0,10.0
406,colmenar-de-oreja,2024-08-29,tarde,"['Cielo despejado' 'Cubierto' 'Cubierto con tormenta y lluvia escasa'
 'Intervalos nubosos con lluvia escasa' 'Muy nuboso' 'Poco nuboso']",Muy alta,Baja,Alta,S,26.33,26.33,32.0,0.03,0.0,45.83,16.83
407,colmenar-de-oreja,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,20.2,20.2,29.8,0.08,0.0,69.4,18.6
408,colmenar-de-oreja,2024-08-30,madrugada,['Muy nuboso con lluvia escasa' 'Nuboso' 'Poco nuboso'],Baja,Baja,Baja,['E' 'NE' 'SE'],17.33,17.33,24.0,0.03,0.0,93.0,16.83
409,colmenar-de-oreja,2024-08-30,mediodia,['Cubierto' 'Nubes altas'],Muy alta,Baja,Baja,SE,20.14,20.14,32.29,0.0,0.0,87.43,19.71
410,colmenar-de-oreja,2024-08-30,tarde,Poco nuboso,Muy alta,Baja,Alta,E,28.5,28.83,31.33,0.02,0.0,48.0,16.67
411,colmenar-de-oreja,2024-08-30,noche,['Cubierto' 'Intervalos nubosos' 'Nubes altas' 'Nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,22.8,22.8,25.0,0.0,0.0,70.8,16.8
412,colmenar-de-oreja,2024-08-31,madrugada,Cubierto,Baja,Baja,Baja,['E' 'SE'],18.83,18.83,31.0,0.0,0.0,82.5,20.83
413,colmenar-de-oreja,2024-08-31,mediodia,Poco nuboso,Baja,Baja,Baja,['N' 'NE'],17.0,17.0,12.0,0.0,0.0,96.0,8.0
414,colmenar-del-arroyo,2024-08-29,mediodia,Cubierto con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,19.0,0.1,0.0,58.0,11.0
415,colmenar-del-arroyo,2024-08-29,tarde,['Intervalos nubosos con lluvia escasa' 'Muy nuboso'],Muy alta,Baja,Alta,SE,27.5,27.5,25.17,0.05,0.0,45.67,10.5
416,colmenar-del-arroyo,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Media,NE,20.8,20.8,17.2,0.08,0.0,62.2,11.2
417,colmenar-del-arroyo,2024-08-30,madrugada,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NE,18.33,18.33,20.5,0.03,0.0,73.5,11.33
418,colmenar-del-arroyo,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.57,20.57,32.71,0.0,0.0,83.0,18.0
419,colmenar-del-arroyo,2024-08-30,tarde,['Intervalos nubosos con lluvia escasa' 'Nuboso con lluvia escasa'],Muy alta,Baja,Alta,['E' 'NE'],28.5,28.83,24.5,0.08,0.0,47.83,15.5
420,colmenar-del-arroyo,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,E,22.6,22.8,16.4,0.02,0.0,72.2,10.4
421,colmenar-del-arroyo,2024-08-31,madrugada,Cielo despejado,Baja,Baja,Baja,NE,19.33,19.33,20.17,0.0,0.0,85.0,13.33
422,colmenar-del-arroyo,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,18.0,18.0,5.5,0.0,0.0,84.0,6.5
423,colmenar-viejo,2024-08-29,mediodia,Nuboso con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,23.0,23.0,21.0,0.1,0.0,71.0,9.0
424,colmenar-viejo,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Alta,S,24.17,24.17,28.33,0.1,0.0,58.83,12.17
425,colmenar-viejo,2024-08-29,noche,"['Cubierto' 'Cubierto con lluvia escasa'
 'Intervalos nubosos con lluvia escasa' 'Nubes altas' 'Poco nuboso']",Muy alta,Baja,Alta,N,19.4,19.4,15.0,0.14,0.0,70.8,9.8
426,colmenar-viejo,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,['N' 'NE'],17.33,17.33,24.83,0.0,0.0,85.33,15.5
427,colmenar-viejo,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,NE,19.71,19.71,23.71,0.0,0.0,85.29,14.86
428,colmenar-viejo,2024-08-30,tarde,['Intervalos nubosos con lluvia escasa' 'Poco nuboso'],Muy alta,Baja,Alta,E,26.5,26.5,15.83,0.03,0.0,51.0,8.33
429,colmenar-viejo,2024-08-30,noche,Nubes altas,Media,Baja,Media,NE,21.6,21.6,13.4,0.0,0.0,74.4,9.2
430,colmenar-viejo,2024-08-31,madrugada,Cielo despejado,Baja,Baja,Baja,NE,19.17,19.17,13.17,0.0,0.0,88.5,8.83
431,colmenar-viejo,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,['N' 'NO'],18.0,18.0,5.0,0.0,0.0,87.0,7.0
432,colmenarejo,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,27.0,0.1,0.0,62.0,10.0
433,colmenarejo,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,S,25.17,25.17,31.5,0.02,0.0,50.33,17.33
434,colmenarejo,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,19.6,19.6,15.0,0.1,0.0,57.2,8.6
435,colmenarejo,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,N,18.0,18.0,12.83,0.03,0.0,74.33,8.33
436,colmenarejo,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,NE,19.71,19.71,23.0,0.0,0.0,82.86,10.57
437,colmenarejo,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,['E' 'N' 'SE'],27.5,27.5,19.83,0.02,0.0,45.17,9.0
438,colmenarejo,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,N,21.8,21.8,12.8,0.02,0.0,64.2,8.0
439,colmenarejo,2024-08-31,madrugada,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,N,18.67,18.67,10.0,0.0,0.0,80.67,6.17
440,colmenarejo,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,17.5,17.5,10.0,0.0,0.0,85.0,8.5
441,corpa,2024-08-29,mediodia,Nubes altas,Muy alta,Baja,Alta,SE,24.0,24.0,21.0,0.0,0.0,64.0,12.0
442,corpa,2024-08-29,tarde,"['Cubierto' 'Cubierto con tormenta y lluvia escasa' 'Muy nuboso'
 'Nubes altas' 'Nuboso' 'Poco nuboso']",Muy alta,Baja,Muy alta,S,25.0,25.0,31.0,0.02,0.0,51.17,16.83
443,corpa,2024-08-29,noche,Poco nuboso,Muy alta,Baja,Alta,N,20.0,20.0,24.8,0.02,0.0,74.2,14.4
444,corpa,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,E,17.17,17.17,25.0,0.0,0.0,92.5,17.67
445,corpa,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,E,19.14,19.14,26.14,0.0,0.0,90.71,16.14
446,corpa,2024-08-30,tarde,['Nuboso' 'Poco nuboso'],Muy alta,Baja,Alta,NE,27.17,28.33,22.83,0.02,0.0,63.83,13.5
447,corpa,2024-08-30,noche,Cielo despejado,Baja,Baja,Baja,SE,21.0,21.0,17.8,0.0,0.0,82.0,11.2
448,corpa,2024-08-31,madrugada,Nuboso,Baja,Baja,Baja,['E' 'SE'],17.83,17.83,22.83,0.0,0.0,84.0,16.0
449,corpa,2024-08-31,mediodia,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,['E' 'NE'],16.0,16.0,11.0,0.0,0.0,95.0,5.5
450,coslada,2024-08-29,mediodia,Muy nuboso con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,25.0,25.0,16.0,0.1,0.0,56.0,9.0
451,coslada,2024-08-29,tarde,['Cubierto' 'Muy nuboso'],Muy alta,Baja,Muy alta,['E' 'S'],26.83,26.83,28.0,0.03,0.0,48.17,11.5
452,coslada,2024-08-29,noche,"['Muy nuboso' 'Muy nuboso con lluvia escasa' 'Nubes altas' 'Nuboso'
 'Poco nuboso']",Muy alta,Baja,Alta,['N' 'NE'],21.6,21.6,25.8,0.2,0.0,66.6,17.8
453,coslada,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,NE,19.33,19.33,21.17,0.0,0.0,94.5,14.17
454,coslada,2024-08-30,mediodia,Muy nuboso,Muy alta,Baja,Baja,NE,20.71,20.71,25.86,0.0,0.0,89.43,14.29
455,coslada,2024-08-30,tarde,['Intervalos nubosos con lluvia escasa' 'Muy nuboso con lluvia escasa'],Muy alta,Baja,Media,NE,28.17,29.17,25.17,0.08,0.0,55.33,17.17
456,coslada,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NE,23.6,23.6,13.4,0.02,0.0,79.4,10.4
457,coslada,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,['E' 'NE'],19.83,19.83,14.0,0.0,0.0,83.5,8.83
458,coslada,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,NE,18.0,18.0,14.0,0.0,0.0,93.0,9.5
459,cubas-de-la-sagra,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,16.0,0.1,0.0,52.0,8.0
460,cubas-de-la-sagra,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,['E' 'SE'],27.17,27.17,22.17,0.18,0.0,45.0,8.17
461,cubas-de-la-sagra,2024-08-29,noche,Cielo despejado,Muy alta,Baja,Alta,NE,21.2,21.2,25.4,0.02,0.0,80.6,15.4
462,cubas-de-la-sagra,2024-08-30,madrugada,"['Cielo despejado' 'Cubierto' 'Muy nuboso' 'Muy nuboso con lluvia escasa'
 'Nuboso' 'Poco nuboso']",Baja,Baja,Baja,NE,18.0,18.0,28.0,0.02,0.0,96.0,18.33
463,cubas-de-la-sagra,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.43,20.43,28.71,0.0,0.0,89.29,19.29
464,cubas-de-la-sagra,2024-08-30,tarde,"['Cielo despejado' 'Cubierto' 'Intervalos nubosos con lluvia escasa'
 'Muy nuboso' 'Nubes altas' 'Nuboso']",Muy alta,Baja,Media,NE,28.5,28.83,30.67,0.02,0.0,50.0,19.5
465,cubas-de-la-sagra,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,E,24.8,25.2,24.0,0.02,0.0,62.0,14.8
466,cubas-de-la-sagra,2024-08-31,madrugada,Muy nuboso,Baja,Baja,Baja,E,19.83,19.83,27.33,0.0,0.0,76.0,18.83
467,cubas-de-la-sagra,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['E' 'NE'],18.0,18.0,14.5,0.0,0.0,79.0,11.0
468,daganzo-de-arriba,2024-08-29,mediodia,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,15.0,0.1,0.0,64.0,8.0
469,daganzo-de-arriba,2024-08-29,tarde,['Cubierto' 'Nubes altas'],Muy alta,Baja,Alta,['E' 'S' 'SO'],26.5,26.5,29.33,0.03,0.0,49.33,10.33
470,daganzo-de-arriba,2024-08-29,noche,"['Cubierto con lluvia' 'Cubierto con lluvia escasa'
 'Intervalos nubosos con lluvia escasa' 'Nubes altas' 'Nuboso']",Muy alta,Baja,Alta,['E' 'NE'],21.6,21.6,20.0,1.66,0.0,69.4,15.8
471,daganzo-de-arriba,2024-08-30,madrugada,['Cielo despejado' 'Poco nuboso'],Baja,Baja,Baja,N,18.33,18.33,22.33,0.13,0.0,94.83,14.83
472,daganzo-de-arriba,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.29,20.29,24.86,0.0,0.0,87.86,14.14
473,daganzo-de-arriba,2024-08-30,tarde,Cubierto con lluvia escasa,Muy alta,Baja,Media,NE,28.33,29.33,21.33,0.08,0.0,53.0,12.67
474,daganzo-de-arriba,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,23.2,23.2,13.8,0.02,0.0,85.2,9.6
475,daganzo-de-arriba,2024-08-31,madrugada,['Cielo despejado' 'Cubierto'],Baja,Baja,Baja,NE,19.0,19.0,12.83,0.0,0.0,91.67,8.33
476,daganzo-de-arriba,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],17.0,17.0,9.5,0.0,0.0,94.5,9.0
477,escorial-el,2024-08-29,mediodia,Cubierto con lluvia escasa,Muy alta,Baja,Alta,E,23.0,23.0,21.0,0.1,0.0,68.0,9.0
478,escorial-el,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,S,25.0,25.0,31.17,0.02,0.0,50.67,16.67
479,escorial-el,2024-08-29,noche,['Intervalos nubosos con lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,N,19.6,19.6,13.8,0.04,0.0,60.2,7.8
480,escorial-el,2024-08-30,madrugada,Nubes altas,Baja,Baja,Baja,N,17.17,17.17,15.67,0.02,0.0,74.17,9.17
481,escorial-el,2024-08-30,mediodia,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Media,N,19.29,19.29,21.14,0.0,0.0,83.14,11.14
482,escorial-el,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,E,27.0,27.0,20.83,0.02,0.0,47.67,9.0
483,escorial-el,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,21.6,21.6,12.8,0.0,0.0,68.6,8.4
484,escorial-el,2024-08-31,madrugada,Cubierto,Baja,Baja,Baja,N,17.83,17.83,12.33,0.0,0.0,84.67,7.5
485,escorial-el,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,['N' 'NO'],17.0,17.0,7.5,0.0,0.0,82.0,7.5
486,estremera,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,['E' 'SE'],23.0,23.0,18.5,0.1,0.0,66.5,9.0
487,estremera,2024-08-29,tarde,['Cubierto' 'Intervalos nubosos con lluvia escasa'],Muy alta,Baja,Muy alta,S,25.83,25.83,29.67,0.03,0.0,46.5,15.67
488,estremera,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,22.0,22.0,28.8,0.08,0.0,62.6,19.6
489,estremera,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,E,18.33,18.33,15.67,0.03,0.0,90.17,12.0
490,estremera,2024-08-30,mediodia,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Baja,E,20.71,20.71,25.71,0.0,0.0,84.43,14.57
491,estremera,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,E,28.5,28.67,26.0,0.0,0.0,45.83,12.67
492,estremera,2024-08-30,noche,"['Cielo despejado' 'Cubierto' 'Intervalos nubosos con lluvia escasa'
 'Nubes altas' 'Poco nuboso']",Baja,Baja,Baja,NE,22.4,22.4,18.4,0.04,0.0,70.8,14.8
493,estremera,2024-08-31,madrugada,['Cubierto' 'Nubes altas'],Baja,Baja,Baja,SE,19.0,19.0,22.33,0.0,0.0,79.67,13.83
494,estremera,2024-08-31,mediodia,['Cubierto' 'Poco nuboso'],Baja,Baja,Baja,NE,17.0,17.0,8.5,0.0,0.0,87.5,9.5
495,fresnedillas-de-la-oliva,2024-08-29,mediodia,Cubierto con lluvia escasa,Alta,Baja,Alta,E,23.0,23.0,21.0,0.1,0.0,65.0,11.0
496,fresnedillas-de-la-oliva,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,['S' 'SE'],25.33,25.33,29.33,0.02,0.0,50.17,13.17
497,fresnedillas-de-la-oliva,2024-08-29,noche,Nubes altas,Muy alta,Baja,Alta,N,19.6,19.6,19.6,0.02,0.0,61.8,10.6
498,fresnedillas-de-la-oliva,2024-08-30,madrugada,Nubes altas,Baja,Baja,Baja,NE,17.33,17.33,22.83,0.02,0.0,73.67,13.17
499,fresnedillas-de-la-oliva,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,19.71,19.71,29.0,0.0,0.0,83.0,15.57
500,fresnedillas-de-la-oliva,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,NE,26.83,26.83,27.0,0.02,0.0,47.83,13.5
501,fresnedillas-de-la-oliva,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Media,Baja,Media,N,21.2,21.2,17.8,0.0,0.0,69.8,10.2
502,fresnedillas-de-la-oliva,2024-08-31,madrugada,['Cielo despejado' 'Nuboso' 'Poco nuboso'],Baja,Baja,Baja,NE,18.5,18.5,20.17,0.0,0.0,83.5,11.0
503,fresnedillas-de-la-oliva,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,17.5,17.5,9.5,0.0,0.0,82.5,10.5
504,fresno-de-torote,2024-08-29,mediodia,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,15.0,0.1,0.0,64.0,8.0
505,fresno-de-torote,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Alta,['E' 'S' 'SO'],26.17,26.17,29.33,0.03,0.0,49.33,10.33
506,fresno-de-torote,2024-08-29,noche,Nubes altas,Muy alta,Baja,Alta,['E' 'NE'],21.4,21.4,20.0,1.66,0.0,69.4,15.8
507,fresno-de-torote,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,N,18.33,18.33,22.33,0.13,0.0,94.83,14.83
508,fresno-de-torote,2024-08-30,mediodia,Muy nuboso,Muy alta,Baja,Baja,NE,20.14,20.14,24.86,0.0,0.0,87.86,14.14
509,fresno-de-torote,2024-08-30,tarde,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Media,NE,28.17,29.0,21.33,0.08,0.0,53.0,12.67
510,fresno-de-torote,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NE,23.0,23.0,13.8,0.02,0.0,85.2,9.6
511,fresno-de-torote,2024-08-31,madrugada,Cielo despejado,Baja,Baja,Baja,NE,18.5,18.5,12.83,0.0,0.0,91.67,8.33
512,fresno-de-torote,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],17.0,17.0,9.5,0.0,0.0,94.5,9.0
513,fuenlabrada,2024-08-29,mediodia,['Cubierto con lluvia escasa' 'Intervalos nubosos con lluvia escasa'],"['Alta', 'Muy alta']
Categories (4, object): ['Baja' < 'Media' < 'Alta' < 'Muy alta']",Baja,Alta,E,24.0,24.0,15.5,0.1,0.0,60.0,9.0
514,fuenlabrada,2024-08-29,tarde,['Cubierto' 'Cubierto con tormenta y lluvia escasa'],Muy alta,Baja,Alta,['NE' 'SE'],26.67,26.83,16.0,0.35,0.0,50.33,6.83
515,fuenlabrada,2024-08-29,noche,['Intervalos nubosos con lluvia escasa' 'Muy nuboso con lluvia escasa'],Muy alta,Baja,Alta,['N' 'NE'],20.0,20.0,23.4,0.1,0.0,85.8,16.2
516,fuenlabrada,2024-08-30,madrugada,Cubierto,Baja,Baja,Baja,NE,18.0,18.0,25.5,0.03,0.0,96.83,16.5
517,fuenlabrada,2024-08-30,mediodia,Muy nuboso,Muy alta,Baja,Baja,NE,20.14,20.14,28.0,0.0,0.0,89.29,18.43
518,fuenlabrada,2024-08-30,tarde,"['Cielo despejado' 'Cubierto' 'Muy nuboso' 'Nubes altas' 'Nuboso'
 'Poco nuboso']",Muy alta,Baja,Media,NE,28.0,28.17,31.67,0.0,0.0,48.83,19.83
519,fuenlabrada,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,23.8,24.0,22.2,0.0,0.0,64.4,14.0
520,fuenlabrada,2024-08-31,madrugada,['Cubierto' 'Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,19.33,19.33,26.17,0.0,0.0,77.0,17.0
521,fuenlabrada,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,NE,18.0,18.0,16.5,0.0,0.0,79.5,12.5
522,fuente-el-saz-de-jarama,2024-08-29,mediodia,Cubierto,Muy alta,Baja,Alta,E,23.0,23.0,13.5,0.0,0.0,72.0,7.0
523,fuente-el-saz-de-jarama,2024-08-29,tarde,['Cubierto' 'Nubes altas'],Muy alta,Baja,Muy alta,O,26.17,26.33,22.83,0.07,0.0,55.0,7.0
524,fuente-el-saz-de-jarama,2024-08-29,noche,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Alta,NE,21.4,21.4,20.6,0.04,0.0,71.2,13.4
525,fuente-el-saz-de-jarama,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,['E' 'N'],18.33,18.33,18.33,0.07,0.0,90.5,12.0
526,fuente-el-saz-de-jarama,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,E,20.29,20.29,20.86,0.0,0.0,89.14,11.71
527,fuente-el-saz-de-jarama,2024-08-30,tarde,Poco nuboso,Muy alta,Baja,Media,['N' 'NE'],28.5,29.17,16.33,0.0,0.0,50.83,9.5
528,fuente-el-saz-de-jarama,2024-08-30,noche,Poco nuboso,Media,Baja,Media,NE,23.2,23.2,14.4,0.0,0.0,76.2,8.0
529,fuente-el-saz-de-jarama,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,19.17,19.17,13.0,0.0,0.0,83.0,10.0
530,fuente-el-saz-de-jarama,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['E' 'N'],17.5,17.5,13.0,0.0,0.0,89.5,7.0
531,fuentiduena-de-tajo,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,SE,24.0,24.0,18.0,0.1,0.0,60.0,6.0
532,fuentiduena-de-tajo,2024-08-29,tarde,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Muy alta,S,27.17,27.17,29.83,0.03,0.0,44.5,15.17
533,fuentiduena-de-tajo,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,['NE' 'S'],22.2,22.2,26.8,0.08,0.0,58.6,17.2
534,fuentiduena-de-tajo,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,SE,19.0,19.0,35.5,0.03,0.0,89.33,22.17
535,fuentiduena-de-tajo,2024-08-30,mediodia,['Muy nuboso' 'Poco nuboso'],Muy alta,Baja,Baja,SE,20.86,20.86,36.43,0.0,0.0,83.43,24.29
536,fuentiduena-de-tajo,2024-08-30,tarde,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Alta,E,29.17,29.83,25.5,0.0,0.0,48.5,13.67
537,fuentiduena-de-tajo,2024-08-30,noche,Muy nuboso,Baja,Baja,Baja,E,23.2,23.2,14.8,0.08,0.0,70.6,11.6
538,fuentiduena-de-tajo,2024-08-31,madrugada,Cubierto,Baja,Baja,Baja,SE,19.83,19.83,31.17,0.0,0.0,78.33,19.5
539,fuentiduena-de-tajo,2024-08-31,mediodia,['Nubes altas' 'Nuboso'],Baja,Baja,Baja,E,18.0,18.0,8.0,0.0,0.0,88.0,8.5
540,galapagar,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Muy alta,Baja,Alta,E,23.0,23.0,27.0,0.1,0.0,62.0,10.0
541,galapagar,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,S,24.67,24.67,31.5,0.02,0.0,50.33,17.33
542,galapagar,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,19.2,19.2,15.0,0.1,0.0,57.2,8.6
543,galapagar,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,N,17.67,17.67,12.83,0.03,0.0,74.33,8.33
544,galapagar,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,NE,19.71,19.71,23.0,0.0,0.0,82.86,10.57
545,galapagar,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,['E' 'N' 'SE'],27.0,27.0,19.83,0.02,0.0,45.17,9.0
546,galapagar,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,N,21.6,21.6,12.8,0.02,0.0,64.2,8.0
547,galapagar,2024-08-31,madrugada,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,N,18.33,18.33,10.0,0.0,0.0,80.67,6.17
548,galapagar,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,17.0,17.0,10.0,0.0,0.0,85.0,8.5
549,garganta-de-los-montes,2024-08-29,mediodia,Muy nuboso,Muy alta,Baja,Alta,SE,22.0,22.0,24.0,0.0,0.0,70.0,7.0
550,garganta-de-los-montes,2024-08-29,tarde,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Muy alta,S,22.83,22.83,30.5,0.08,0.0,61.17,15.0
551,garganta-de-los-montes,2024-08-29,noche,Nubes altas,Muy alta,Baja,Alta,O,18.0,18.0,10.2,0.02,0.0,60.4,7.0
552,garganta-de-los-montes,2024-08-30,madrugada,Nuboso,Baja,Baja,Baja,S,14.5,14.5,8.83,0.37,0.0,95.33,4.17
553,garganta-de-los-montes,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Alta,SO,16.43,16.43,18.14,2.29,0.0,91.43,7.14
554,garganta-de-los-montes,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,N,25.33,25.33,15.33,0.18,0.0,47.83,9.0
555,garganta-de-los-montes,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Media,Baja,Media,SE,20.8,20.8,5.6,0.0,0.0,73.4,4.0
556,garganta-de-los-montes,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,S,15.5,15.5,5.17,0.0,0.0,96.33,3.0
557,garganta-de-los-montes,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,SO,14.5,14.5,6.0,0.0,0.0,97.5,5.0
